Timestamp,Log Message,Message,User Path,Customer Path,Lot ID,Wafer ID,Port ID,Date,Time
2022-01-14 04:30:54.955000,Lot End <USERS\JSR\AR128903-A-7651>,Lot End ,USERS,JSR,AR128903-A-7651,,,2022-01-14 00:00:00,04:30:54.955000
2022-01-14 05:01:38.989000,Lot Start <USERS\JSR\AR128824-7651-D01-D04>,Lot Start ,USERS,JSR,AR128824-7651-D01-D04,,,2022-01-14 00:00:00,05:01:38.989000
2022-01-14 05:12:40.575000,Duration = 00:10:35<Wafer Run - Lot name: USERS\JSR\AR128824-7651-D01-D04. Wafer ID: @01. Port No: 1>,00:10:35,USERS,JSR,AR128824-7651-D01-D04. ,@01. ,1,2022-01-14 00:00:00,05:12:40.575000
2022-01-14 05:28:11.122000,Duration = 00:15:20<Wafer Run - Lot name: USERS\JSR\AR128824-7651-D01-D04. Wafer ID: @02. Port No: 1>,00:15:20,USERS,JSR,AR128824-7651-D01-D04. ,@02. ,1,2022-01-14 00:00:00,05:28:11.122000
2022-01-14 05:38:57.949000,Duration = 00:10:33<Wafer Run - Lot name: USERS\JSR\AR128824-7651-D01-D04. Wafer ID: @03. Port No: 1>,00:10:33,USERS,JSR,AR128824-7651-D01-D04. ,@03. ,1,2022-01-14 00:00:00,05:38:57.949000
2022-01-14 05:47:29.484000,Duration = 00:08:18<Wafer Run - Lot name: USERS\JSR\AR128824-7651-D01-D04. Wafer ID: @04. Port No: 1>,00:08:18,USERS,JSR,AR128824-7651-D01-D04. ,@04. ,1,2022-01-14 00:00:00,05:47:29.484000
2022-01-14 05:47:37.213000,Lot End <USERS\JSR\AR128824-7651-D01-D04>,Lot End ,USERS,JSR,AR128824-7651-D01-D04,,,2022-01-14 00:00:00,05:47:37.213000
2022-01-14 05:58:33.997000,Lot Start <USERS\SCREEN\D01>,Lot Start ,USERS,SCREEN,D01,,,2022-01-14 00:00:00,05:58:33.997000
2022-01-14 06:07:05.895000,Duration = 00:08:05<Wafer Run - Lot name: USERS\SCREEN\D01. Wafer ID: AR102208D01. Port No: 2>,00:08:05,USERS,SCREEN,D01. ,AR102208D01. ,2,2022-01-14 00:00:00,06:07:05.895000
2022-01-14 06:07:11.758000,Lot End <USERS\SCREEN\D01>,Lot End ,USERS,SCREEN,D01,,,2022-01-14 00:00:00,06:07:11.758000
2022-01-14 06:07:12.250000,Lot Start <USERS\SCREEN\D09>,Lot Start ,USERS,SCREEN,D09,,,2022-01-14 00:00:00,06:07:12.250000
2022-01-10 16:03:18.371000,Lot Start <DSW\Matching_Completed\a09bfbb_PM>,Lot Start ,DSW,Matching_Completed,a09bfbb_PM,,,2022-01-10 00:00:00,16:03:18.371000
2022-01-10 16:05:36.994000,Duration = 00:01:48<Wafer Run - Lot name: DSW\Matching_Completed\a09bfbb_PM. Wafer ID: @10@001. Port No: 1>,00:01:48,DSW,Matching_Completed,a09bfbb_PM. ,@10@001. ,1,2022-01-10 00:00:00,16:05:36.994000
2022-01-10 16:06:57.678000,Duration = 00:01:21<Wafer Run - Lot name: DSW\Matching_Completed\a09bfbb_PM. Wafer ID: @10@002. Port No: 1>,00:01:21,DSW,Matching_Completed,a09bfbb_PM. ,@10@002. ,1,2022-01-10 00:00:00,16:06:57.678000
2022-01-10 16:08:20.498000,Duration = 00:01:22<Wafer Run - Lot name: DSW\Matching_Completed\a09bfbb_PM. Wafer ID: @10@003. Port No: 1>,00:01:22,DSW,Matching_Completed,a09bfbb_PM. ,@10@003. ,1,2022-01-10 00:00:00,16:08:20.498000
2022-01-10 16:08:31.005000,Lot End <DSW\Matching_Completed\a09bfbb_PM>,Lot End ,DSW,Matching_Completed,a09bfbb_PM,,,2022-01-10 00:00:00,16:08:31.005000
2022-01-10 16:08:32.722000,Lot Start <DSW\Matching_Completed\a09bfbbhh_PM>,Lot Start ,DSW,Matching_Completed,a09bfbbhh_PM,,,2022-01-10 00:00:00,16:08:32.722000
2022-01-10 16:10:37.250000,Duration = 00:01:38<Wafer Run - Lot name: DSW\Matching_Completed\a09bfbbhh_PM. Wafer ID: @10@001. Port No: 1>,00:01:38,DSW,Matching_Completed,a09bfbbhh_PM. ,@10@001. ,1,2022-01-10 00:00:00,16:10:37.250000
2022-01-10 16:11:56.758000,Duration = 00:01:19<Wafer Run - Lot name: DSW\Matching_Completed\a09bfbbhh_PM. Wafer ID: @10@002. Port No: 1>,00:01:19,DSW,Matching_Completed,a09bfbbhh_PM. ,@10@002. ,1,2022-01-10 00:00:00,16:11:56.758000
2022-01-10 16:13:21.430000,Duration = 00:01:23<Wafer Run - Lot name: DSW\Matching_Completed\a09bfbbhh_PM. Wafer ID: @10@003. Port No: 1>,00:01:23,DSW,Matching_Completed,a09bfbbhh_PM. ,@10@003. ,1,2022-01-10 00:00:00,16:13:21.430000
2022-01-10 16:13:32.125000,Lot End <DSW\Matching_Completed\a09bfbbhh_PM>,Lot End ,DSW,Matching_Completed,a09bfbbhh_PM,,,2022-01-10 00:00:00,16:13:32.125000
2022-01-10 16:13:32.809000,Lot Start <DSW\Matching_Completed\a09bfbbvv_PM>,Lot Start ,DSW,Matching_Completed,a09bfbbvv_PM,,,2022-01-10 00:00:00,16:13:32.809000
2022-01-10 16:15:37.388000,Duration = 00:01:39<Wafer Run - Lot name: DSW\Matching_Completed\a09bfbbvv_PM. Wafer ID: @10@001. Port No: 1>,00:01:39,DSW,Matching_Completed,a09bfbbvv_PM. ,@10@001. ,1,2022-01-10 00:00:00,16:15:37.388000
2022-01-10 16:16:57.429000,Duration = 00:01:20<Wafer Run - Lot name: DSW\Matching_Completed\a09bfbbvv_PM. Wafer ID: @10@002. Port No: 1>,00:01:20,DSW,Matching_Completed,a09bfbbvv_PM. ,@10@002. ,1,2022-01-10 00:00:00,16:16:57.429000
2022-01-10 16:18:18.301000,Duration = 00:01:21<Wafer Run - Lot name: DSW\Matching_Completed\a09bfbbvv_PM. Wafer ID: @10@003. Port No: 1>,00:01:21,DSW,Matching_Completed,a09bfbbvv_PM. ,@10@003. ,1,2022-01-10 00:00:00,16:18:18.301000
2022-01-10 16:18:29.563000,Lot End <DSW\Matching_Completed\a09bfbbvv_PM>,Lot End ,DSW,Matching_Completed,a09bfbbvv_PM,,,2022-01-10 00:00:00,16:18:29.563000
2022-01-10 16:18:30.256000,Lot Start <DSW\Matching_Completed\a09bfudb_PM>,Lot Start ,DSW,Matching_Completed,a09bfudb_PM,,,2022-01-10 00:00:00,16:18:30.256000
2022-01-10 16:20:24.174000,Duration = 00:01:28<Wafer Run - Lot name: DSW\Matching_Completed\a09bfudb_PM. Wafer ID: @10@001. Port No: 1>,00:01:28,DSW,Matching_Completed,a09bfudb_PM. ,@10@001. ,1,2022-01-10 00:00:00,16:20:24.174000
2022-01-10 16:21:49.732000,Duration = 00:01:24<Wafer Run - Lot name: DSW\Matching_Completed\a09bfudb_PM. Wafer ID: @10@002. Port No: 1>,00:01:24,DSW,Matching_Completed,a09bfudb_PM. ,@10@002. ,1,2022-01-10 00:00:00,16:21:49.732000
2022-01-10 16:23:13.875000,Duration = 00:01:22<Wafer Run - Lot name: DSW\Matching_Completed\a09bfudb_PM. Wafer ID: @10@003. Port No: 1>,00:01:22,DSW,Matching_Completed,a09bfudb_PM. ,@10@003. ,1,2022-01-10 00:00:00,16:23:13.875000
2022-01-10 16:23:24.626000,Lot End <DSW\Matching_Completed\a09bfudb_PM>,Lot End ,DSW,Matching_Completed,a09bfudb_PM,,,2022-01-10 00:00:00,16:23:24.626000
2022-01-10 16:23:26.481000,Lot Start <DSW\Matching_Completed\a09vdsbb_PM>,Lot Start ,DSW,Matching_Completed,a09vdsbb_PM,,,2022-01-10 00:00:00,16:23:26.481000
2022-01-10 16:25:47.506000,Duration = 00:01:54<Wafer Run - Lot name: DSW\Matching_Completed\a09vdsbb_PM. Wafer ID: @10@001. Port No: 1>,00:01:54,DSW,Matching_Completed,a09vdsbb_PM. ,@10@001. ,1,2022-01-10 00:00:00,16:25:47.506000
2022-01-10 16:27:05.198000,Duration = 00:01:18<Wafer Run - Lot name: DSW\Matching_Completed\a09vdsbb_PM. Wafer ID: @10@002. Port No: 1>,00:01:18,DSW,Matching_Completed,a09vdsbb_PM. ,@10@002. ,1,2022-01-10 00:00:00,16:27:05.198000
2022-01-10 16:28:25.317000,Duration = 00:01:20<Wafer Run - Lot name: DSW\Matching_Completed\a09vdsbb_PM. Wafer ID: @10@003. Port No: 1>,00:01:20,DSW,Matching_Completed,a09vdsbb_PM. ,@10@003. ,1,2022-01-10 00:00:00,16:28:25.317000
2022-01-10 16:28:36.657000,Lot End <DSW\Matching_Completed\a09vdsbb_PM>,Lot End ,DSW,Matching_Completed,a09vdsbb_PM,,,2022-01-10 00:00:00,16:28:36.657000
2022-01-10 16:28:38.481000,Lot Start <DSW\Matching_Completed\r09hcbb_PM>,Lot Start ,DSW,Matching_Completed,r09hcbb_PM,,,2022-01-10 00:00:00,16:28:38.481000
2022-01-10 16:30:55.431000,Duration = 00:01:50<Wafer Run - Lot name: DSW\Matching_Completed\r09hcbb_PM. Wafer ID: @10@001. Port No: 1>,00:01:50,DSW,Matching_Completed,r09hcbb_PM. ,@10@001. ,1,2022-01-10 00:00:00,16:30:55.431000
2022-01-10 16:32:09.231000,Duration = 00:01:14<Wafer Run - Lot name: DSW\Matching_Completed\r09hcbb_PM. Wafer ID: @10@002. Port No: 1>,00:01:14,DSW,Matching_Completed,r09hcbb_PM. ,@10@002. ,1,2022-01-10 00:00:00,16:32:09.231000
2022-01-10 16:33:26.176000,Duration = 00:01:17<Wafer Run - Lot name: DSW\Matching_Completed\r09hcbb_PM. Wafer ID: @10@003. Port No: 1>,00:01:17,DSW,Matching_Completed,r09hcbb_PM. ,@10@003. ,1,2022-01-10 00:00:00,16:33:26.176000
2022-01-10 16:33:37.316000,Lot End <DSW\Matching_Completed\r09hcbb_PM>,Lot End ,DSW,Matching_Completed,r09hcbb_PM,,,2022-01-10 00:00:00,16:33:37.316000
2022-01-10 16:33:39.108000,Lot Start <DSW\Matching_Completed\a05bfudb_PM>,Lot Start ,DSW,Matching_Completed,a05bfudb_PM,,,2022-01-10 00:00:00,16:33:39.108000
2022-01-10 16:35:04.983000,Duration = 00:00:59<Wafer Run - Lot name: DSW\Matching_Completed\a05bfudb_PM. Wafer ID: @10@001. Port No: 1>,00:00:59,DSW,Matching_Completed,a05bfudb_PM. ,@10@001. ,1,2022-01-10 00:00:00,16:35:04.983000
2022-01-10 16:36:01.605000,Duration = 00:00:55<Wafer Run - Lot name: DSW\Matching_Completed\a05bfudb_PM. Wafer ID: @10@002. Port No: 1>,00:00:55,DSW,Matching_Completed,a05bfudb_PM. ,@10@002. ,1,2022-01-10 00:00:00,16:36:01.605000
2022-01-10 16:36:58.502000,Duration = 00:00:55<Wafer Run - Lot name: DSW\Matching_Completed\a05bfudb_PM. Wafer ID: @10@003. Port No: 1>,00:00:55,DSW,Matching_Completed,a05bfudb_PM. ,@10@003. ,1,2022-01-10 00:00:00,16:36:58.502000
2022-01-10 16:37:09.595000,Lot End <DSW\Matching_Completed\a05bfudb_PM>,Lot End ,DSW,Matching_Completed,a05bfudb_PM,,,2022-01-10 00:00:00,16:37:09.595000
2022-01-10 17:33:41.256000,Lot Start <Monitor\KLA2925\SPC_10012022>,Lot Start ,Monitor,KLA2925,SPC_10012022,,,2022-01-10 00:00:00,17:33:41.256000
2022-01-10 18:04:18.610000,Duration = 00:30:08<Wafer Run - Lot name: Monitor\KLA2925\SPC_10012022. Wafer ID: D15@001. Port No: 2>,00:30:08,Monitor,KLA2925,SPC_10012022. ,D15@001. ,2,2022-01-10 00:00:00,18:04:18.610000
2022-01-10 18:04:18.619000,Lot End <Monitor\KLA2925\SPC_10012022>,Lot End ,Monitor,KLA2925,SPC_10012022,,,2022-01-10 00:00:00,18:04:18.619000
2022-01-10 18:41:56.947000,Lot Start <USERS\JSR\AR128172-7651>,Lot Start ,USERS,JSR,AR128172-7651,,,2022-01-10 00:00:00,18:41:56.947000
2022-01-10 18:50:35.068000,Duration = 00:06:09<Wafer Run - Lot name: USERS\JSR\AR128172-7651. Wafer ID: @09@001. Port No: 2>,00:06:09,USERS,JSR,AR128172-7651. ,@09@001. ,2,2022-01-10 00:00:00,18:50:35.068000
2022-01-10 18:50:53.918000,Duration = 00:04:58<Wafer Run - Lot name: USERS\JSR\AR128172-7651. Wafer ID: @10@001. Port No: 2>,00:04:58,USERS,JSR,AR128172-7651. ,@10@001. ,2,2022-01-10 00:00:00,18:50:53.918000
2022-01-10 18:51:02.825000,Lot End <USERS\JSR\AR128172-7651>,Lot End ,USERS,JSR,AR128172-7651,,,2022-01-10 00:00:00,18:51:02.825000
2022-01-10 18:51:04.569000,Lot Start <USERS\JSR\AR128172-F-7651>,Lot Start ,USERS,JSR,AR128172-F-7651,,,2022-01-10 00:00:00,18:51:04.569000
2022-01-10 18:52:02.545000,Lot End <USERS\JSR\AR128172-F-7651>,Lot End ,USERS,JSR,AR128172-F-7651,,,2022-01-10 00:00:00,18:52:02.545000
2022-01-10 18:52:03.905000,Lot Start <USERS\JSR\AR128172-D-7651>,Lot Start ,USERS,JSR,AR128172-D-7651,,,2022-01-10 00:00:00,18:52:03.905000
2022-01-10 18:52:38.006000,Lot End <USERS\JSR\AR128172-D-7651>,Lot End ,USERS,JSR,AR128172-D-7651,,,2022-01-10 00:00:00,18:52:38.006000
2022-01-10 18:54:22.359000,Lot Start <USERS\JSR\AR128172-C-7651>,Lot Start ,USERS,JSR,AR128172-C-7651,,,2022-01-10 00:00:00,18:54:22.359000
2022-01-10 19:00:43.548000,Duration = 00:05:56<Wafer Run - Lot name: USERS\JSR\AR128172-C-7651. Wafer ID: @09@001. Port No: 1>,00:05:56,USERS,JSR,AR128172-C-7651. ,@09@001. ,1,2022-01-10 00:00:00,19:00:43.548000
2022-01-11 00:05:19.665000,Duration = 00:09:07<Wafer Run - Lot name: USERS\JSR\BVE-AR128820-100122-PAT-E542. Wafer ID: @08@001. Port No: 2>,00:09:07,USERS,JSR,BVE-AR128820-100122-PAT-E542. ,@08@001. ,2,2022-01-11 00:00:00,00:05:19.665000
2022-01-11 00:14:56.337000,Duration = 00:09:07<Wafer Run - Lot name: USERS\JSR\BVE-AR128820-100122-PAT-E542. Wafer ID: @09@001. Port No: 2>,00:09:07,USERS,JSR,BVE-AR128820-100122-PAT-E542. ,@09@001. ,2,2022-01-11 00:00:00,00:14:56.337000
2022-01-11 00:24:34.996000,Duration = 00:09:08<Wafer Run - Lot name: USERS\JSR\BVE-AR128820-100122-PAT-E542. Wafer ID: @10@001. Port No: 2>,00:09:08,USERS,JSR,BVE-AR128820-100122-PAT-E542. ,@10@001. ,2,2022-01-11 00:00:00,00:24:34.996000
2022-01-11 00:34:13.542000,Duration = 00:09:08<Wafer Run - Lot name: USERS\JSR\BVE-AR128820-100122-PAT-E542. Wafer ID: @11@001. Port No: 2>,00:09:08,USERS,JSR,BVE-AR128820-100122-PAT-E542. ,@11@001. ,2,2022-01-11 00:00:00,00:34:13.542000
2022-01-11 00:43:50.199000,Duration = 00:09:07<Wafer Run - Lot name: USERS\JSR\BVE-AR128820-100122-PAT-E542. Wafer ID: @12@001. Port No: 2>,00:09:07,USERS,JSR,BVE-AR128820-100122-PAT-E542. ,@12@001. ,2,2022-01-11 00:00:00,00:43:50.199000
2022-01-11 00:53:28.189000,Duration = 00:09:07<Wafer Run - Lot name: USERS\JSR\BVE-AR128820-100122-PAT-E542. Wafer ID: @13@001. Port No: 2>,00:09:07,USERS,JSR,BVE-AR128820-100122-PAT-E542. ,@13@001. ,2,2022-01-11 00:00:00,00:53:28.189000
2022-01-11 00:53:32.300000,Lot End <USERS\JSR\BVE-AR128820-100122-PAT-E542>,Lot End ,USERS,JSR,BVE-AR128820-100122-PAT-E542,,,2022-01-11 00:00:00,00:53:32.300000
2022-01-11 00:53:33.607000,Lot Start <USERS\JSR\BVE-AR128525-100122-UNPAT>,Lot Start ,USERS,JSR,BVE-AR128525-100122-UNPAT,,,2022-01-11 00:00:00,00:53:33.607000
2022-01-11 01:00:05.104000,Duration = 00:05:54<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-UNPAT. Wafer ID: @05@001. Port No: 1>,00:05:54,USERS,JSR,BVE-AR128525-100122-UNPAT. ,@05@001. ,1,2022-01-11 00:00:00,01:00:05.104000
2022-01-11 01:06:28.456000,Duration = 00:05:54<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-UNPAT. Wafer ID: @06@001. Port No: 1>,00:05:54,USERS,JSR,BVE-AR128525-100122-UNPAT. ,@06@001. ,1,2022-01-11 00:00:00,01:06:28.456000
2022-01-11 01:12:52.952000,Duration = 00:05:53<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-UNPAT. Wafer ID: @07@001. Port No: 1>,00:05:53,USERS,JSR,BVE-AR128525-100122-UNPAT. ,@07@001. ,1,2022-01-11 00:00:00,01:12:52.952000
2022-01-11 01:19:17.283000,Duration = 00:05:55<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-UNPAT. Wafer ID: @08@001. Port No: 1>,00:05:55,USERS,JSR,BVE-AR128525-100122-UNPAT. ,@08@001. ,1,2022-01-11 00:00:00,01:19:17.283000
2022-01-11 01:25:42.198000,Duration = 00:05:55<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-UNPAT. Wafer ID: @09@001. Port No: 1>,00:05:55,USERS,JSR,BVE-AR128525-100122-UNPAT. ,@09@001. ,1,2022-01-11 00:00:00,01:25:42.198000
2022-01-11 01:32:06.305000,Duration = 00:05:54<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-UNPAT. Wafer ID: @10@001. Port No: 1>,00:05:54,USERS,JSR,BVE-AR128525-100122-UNPAT. ,@10@001. ,1,2022-01-11 00:00:00,01:32:06.305000
2022-01-11 01:32:13.950000,Lot End <USERS\JSR\BVE-AR128525-100122-UNPAT>,Lot End ,USERS,JSR,BVE-AR128525-100122-UNPAT,,,2022-01-11 00:00:00,01:32:13.950000
2022-01-11 01:32:15.350000,Lot Start <USERS\JSR\BVE-AR128525-100122-PAT>,Lot Start ,USERS,JSR,BVE-AR128525-100122-PAT,,,2022-01-11 00:00:00,01:32:15.350000
2022-01-11 01:43:14.008000,Duration = 00:10:32<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-PAT. Wafer ID: @11. Port No: 1>,00:10:32,USERS,JSR,BVE-AR128525-100122-PAT. ,@11. ,1,2022-01-11 00:00:00,01:43:14.008000
2022-01-11 02:01:00.675000,Duration = 00:17:36<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-PAT. Wafer ID: @12. Port No: 1>,00:17:36,USERS,JSR,BVE-AR128525-100122-PAT. ,@12. ,1,2022-01-11 00:00:00,02:01:00.675000
2022-01-11 02:09:32.709000,Duration = 00:08:19<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-PAT. Wafer ID: @13. Port No: 1>,00:08:19,USERS,JSR,BVE-AR128525-100122-PAT. ,@13. ,1,2022-01-11 00:00:00,02:09:32.709000
2022-01-11 02:18:08.189000,Duration = 00:08:21<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-PAT. Wafer ID: @14. Port No: 1>,00:08:21,USERS,JSR,BVE-AR128525-100122-PAT. ,@14. ,1,2022-01-11 00:00:00,02:18:08.189000
2022-01-11 02:28:53.563000,Duration = 00:10:33<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-PAT. Wafer ID: @15. Port No: 1>,00:10:33,USERS,JSR,BVE-AR128525-100122-PAT. ,@15. ,1,2022-01-11 00:00:00,02:28:53.563000
2022-01-11 02:42:15.733000,Duration = 00:13:09<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-PAT. Wafer ID: @16. Port No: 1>,00:13:09,USERS,JSR,BVE-AR128525-100122-PAT. ,@16. ,1,2022-01-11 00:00:00,02:42:15.733000
2022-01-11 02:53:02.793000,Duration = 00:10:34<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-PAT. Wafer ID: @17. Port No: 1>,00:10:34,USERS,JSR,BVE-AR128525-100122-PAT. ,@17. ,1,2022-01-11 00:00:00,02:53:02.793000
2022-01-11 03:06:23.220000,Duration = 00:13:07<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-PAT. Wafer ID: @18. Port No: 1>,00:13:07,USERS,JSR,BVE-AR128525-100122-PAT. ,@18. ,1,2022-01-11 00:00:00,03:06:23.220000
2022-01-11 03:19:43.607000,Duration = 00:13:07<Wafer Run - Lot name: USERS\JSR\BVE-AR128525-100122-PAT. Wafer ID: @19. Port No: 1>,00:13:07,USERS,JSR,BVE-AR128525-100122-PAT. ,@19. ,1,2022-01-11 00:00:00,03:19:43.607000
2022-01-11 03:19:49.988000,Lot End <USERS\JSR\BVE-AR128525-100122-PAT>,Lot End ,USERS,JSR,BVE-AR128525-100122-PAT,,,2022-01-11 00:00:00,03:19:49.988000
2022-01-11 03:19:51.418000,Lot Start <USERS\JSR\AE126834_TF>,Lot Start ,USERS,JSR,AE126834_TF,,,2022-01-11 00:00:00,03:19:51.418000
2022-01-11 03:48:41.024000,Duration = 00:28:05<Wafer Run - Lot name: USERS\JSR\AE126834_TF. Wafer ID: @17. Port No: 2>,00:28:05,USERS,JSR,AE126834_TF. ,@17. ,2,2022-01-11 00:00:00,03:48:41.024000
2022-01-11 04:15:25.145000,Duration = 00:26:30<Wafer Run - Lot name: USERS\JSR\AE126834_TF. Wafer ID: @18. Port No: 2>,00:26:30,USERS,JSR,AE126834_TF. ,@18. ,2,2022-01-11 00:00:00,04:15:25.145000
2022-01-11 04:45:06.355000,Duration = 00:29:19<Wafer Run - Lot name: USERS\JSR\AE126834_TF. Wafer ID: @19. Port No: 2>,00:29:19,USERS,JSR,AE126834_TF. ,@19. ,2,2022-01-11 00:00:00,04:45:06.355000
2022-01-11 05:13:28.050000,Duration = 00:27:59<Wafer Run - Lot name: USERS\JSR\AE126834_TF. Wafer ID: @20. Port No: 2>,00:27:59,USERS,JSR,AE126834_TF. ,@20. ,2,2022-01-11 00:00:00,05:13:28.050000
2022-01-12 00:13:56.099000,Duration = 00:13:51<Wafer Run - Lot name: PLINE\SIPP27\AL128646-7659. Wafer ID: @23. Port No: 2>,00:13:51,PLINE,SIPP27,AL128646-7659. ,@23. ,2,2022-01-12 00:00:00,00:13:56.099000
2022-01-12 00:28:25.833000,Duration = 00:14:15<Wafer Run - Lot name: PLINE\SIPP27\AL128646-7659. Wafer ID: @24. Port No: 2>,00:14:15,PLINE,SIPP27,AL128646-7659. ,@24. ,2,2022-01-12 00:00:00,00:28:25.833000
2022-01-12 00:28:33.425000,Lot End <PLINE\SIPP27\AL128646-7659>,Lot End ,PLINE,SIPP27,AL128646-7659,,,2022-01-12 00:00:00,00:28:33.425000
2022-01-12 00:28:34.851000,Lot Start <Monitor\NXT1970i\221101-NTD45-AN16>,Lot Start ,Monitor,NXT1970i,221101-NTD45-AN16,,,2022-01-12 00:00:00,00:28:34.851000
2022-01-12 00:40:42.463000,Duration = 00:11:29<Wafer Run - Lot name: Monitor\NXT1970i\221101-NTD45-AN16. Wafer ID: 221101-D08. Port No: 1>,00:11:29,Monitor,NXT1970i,221101-NTD45-AN16. ,221101-D08. ,1,2022-01-12 00:00:00,00:40:42.463000
2022-01-12 00:52:25.983000,Duration = 00:11:32<Wafer Run - Lot name: Monitor\NXT1970i\221101-NTD45-AN16. Wafer ID: 221101-D09. Port No: 1>,00:11:32,Monitor,NXT1970i,221101-NTD45-AN16. ,221101-D09. ,1,2022-01-12 00:00:00,00:52:25.983000
2022-01-12 01:09:00.603000,Duration = 00:16:21<Wafer Run - Lot name: Monitor\NXT1970i\221101-NTD45-AN16. Wafer ID: 221101-D10. Port No: 1>,00:16:21,Monitor,NXT1970i,221101-NTD45-AN16. ,221101-D10. ,1,2022-01-12 00:00:00,01:09:00.603000
2022-01-12 01:20:47.482000,Duration = 00:11:32<Wafer Run - Lot name: Monitor\NXT1970i\221101-NTD45-AN16. Wafer ID: 221101-D11. Port No: 1>,00:11:32,Monitor,NXT1970i,221101-NTD45-AN16. ,221101-D11. ,1,2022-01-12 00:00:00,01:20:47.482000
2022-01-12 01:35:11.350000,Duration = 00:14:10<Wafer Run - Lot name: Monitor\NXT1970i\221101-NTD45-AN16. Wafer ID: 221101-D12. Port No: 1>,00:14:10,Monitor,NXT1970i,221101-NTD45-AN16. ,221101-D12. ,1,2022-01-12 00:00:00,01:35:11.350000
2022-01-12 01:51:53.110000,Duration = 00:16:28<Wafer Run - Lot name: Monitor\NXT1970i\221101-NTD45-AN16. Wafer ID: 221101-D13. Port No: 1>,00:16:28,Monitor,NXT1970i,221101-NTD45-AN16. ,221101-D13. ,1,2022-01-12 00:00:00,01:51:53.110000
2022-01-12 01:52:00.598000,Lot End <Monitor\NXT1970i\221101-NTD45-AN16>,Lot End ,Monitor,NXT1970i,221101-NTD45-AN16,,,2022-01-12 00:00:00,01:52:00.598000
2022-01-12 02:20:39.554000,Lot Start <PLINE\REDVELVET\AL128931-7651>,Lot Start ,PLINE,REDVELVET,AL128931-7651,,,2022-01-12 00:00:00,02:20:39.554000
2022-01-12 02:22:02.005000,Duration = 00:00:58<Wafer Run - Lot name: PLINE\REDVELVET\AL128931-7651. Wafer ID: @05. Port No: 1>,00:00:58,PLINE,REDVELVET,AL128931-7651. ,@05. ,1,2022-01-12 00:00:00,02:22:02.005000
2022-01-12 02:23:15.770000,Duration = 00:00:59<Wafer Run - Lot name: PLINE\REDVELVET\AL128931-7651. Wafer ID: @10. Port No: 1>,00:00:59,PLINE,REDVELVET,AL128931-7651. ,@10. ,1,2022-01-12 00:00:00,02:23:15.770000
2022-01-12 02:24:29.975000,Duration = 00:00:59<Wafer Run - Lot name: PLINE\REDVELVET\AL128931-7651. Wafer ID: @15. Port No: 1>,00:00:59,PLINE,REDVELVET,AL128931-7651. ,@15. ,1,2022-01-12 00:00:00,02:24:29.975000
2022-01-12 02:25:43.691000,Duration = 00:00:59<Wafer Run - Lot name: PLINE\REDVELVET\AL128931-7651. Wafer ID: @20. Port No: 1>,00:00:59,PLINE,REDVELVET,AL128931-7651. ,@20. ,1,2022-01-12 00:00:00,02:25:43.691000
2022-01-13 00:18:27.002000,Duration = 00:22:18<Wafer Run - Lot name: USERS\Inpria\AE126030_D07_L15S17. Wafer ID: @07. Port No: 1>,00:22:18,USERS,Inpria,AE126030_D07_L15S17. ,@07. ,1,2022-01-13 00:00:00,00:18:27.002000
2022-01-13 00:18:31.923000,Lot End <USERS\Inpria\AE126030_D07_L15S17>,Lot End ,USERS,Inpria,AE126030_D07_L15S17,,,2022-01-13 00:00:00,00:18:31.923000
2022-01-13 00:18:31.956000,Lot Start <USERS\Inpria\AE126030_D08_L15S17>,Lot Start ,USERS,Inpria,AE126030_D08_L15S17,,,2022-01-13 00:00:00,00:18:31.956000
2022-01-13 00:41:14.392000,Duration = 00:22:15<Wafer Run - Lot name: USERS\Inpria\AE126030_D08_L15S17. Wafer ID: @08. Port No: 1>,00:22:15,USERS,Inpria,AE126030_D08_L15S17. ,@08. ,1,2022-01-13 00:00:00,00:41:14.392000
2022-01-13 00:41:22.073000,Lot End <USERS\Inpria\AE126030_D08_L15S17>,Lot End ,USERS,Inpria,AE126030_D08_L15S17,,,2022-01-13 00:00:00,00:41:22.073000
2022-01-13 00:41:22.106000,Lot Start <USERS\Inpria\AE126030_D09_L15S17>,Lot Start ,USERS,Inpria,AE126030_D09_L15S17,,,2022-01-13 00:00:00,00:41:22.106000
